id,text,timestamp,likes,cleaned_text
1189494040099614720,"I don’t know about breaking the internet, but I am so excited to join all of you on Instagram (ratantata)! After a long absence from public life, I look forward to exchanging stories and creating something special with such a diverse community!",2019-10-30T10:47:00.000Z,54975,i don t know about breaking the internet but i am so excited to join all of you on instagram ratantata after a long absence from public life i look forward to exchanging stories and creating something special with such a diverse community 
1106488010751643648,"Voting is the most powerful right of every citizen and it is our duty to exercise our vote. Please vote, our future depends on it!",2019-03-15T09:31:00.000Z,29391,voting is the most powerful right of every citizen and it is our duty to exercise our vote please vote our future depends on it 
1846913060893851730,"ఒక కన్వర్ట్ అయిన ఎర్రీపుక్ గాడి మైండ్ ఎలా ఉంటది అంటే 
జై భీమ్ అనాలి , జగన్ గాడికి వోట్ వెయ్యాలి , సెంట్రల్ లో పప్పు గాడికి వోట్ వెయ్యాలి, ఫేక్ హిందూ సర్టిఫికెట్ తో రిజర్వేషన్ డెంగి తినాలి .
                                      _ ఇలాంటివాళ్ళనిమీరు",2024-10-17T13:56:00.000Z,6,ఒక కన వర ట అయ న ఎర ర ప క గ డ మ డ ఎల ఉ టద అ ట జ భ మ అన ల జగన గ డ క వ ట వ య య ల స ట రల ల పప ప గ డ క వ ట వ య య ల ఫ క హ ద సర ట ఫ క ట త ర జర వ షన డ గ త న ల _ ఇల ట వ ళ ళన మ ర 
1846905914940674278,x.com/MbRohit45/status/18468… choker eamanna double century kottadra,2024-10-17T13:27:00.000Z,0,x com mbrohit45 status 18468 choker eamanna double century kottadra
1846869802888945674,"న్యూస్ పేపర్ లో రాసిందానికి అన్న తేడాగా ఉంది ఇక్కడ … అనుకున్నాం కానీ.. బానే చెక్కినట్టు ఉన్నారు 

ఇంకో సారి కూటమి నాయకుల పేర్లు ఎత్తాలి ఉంటే ఉచ్చ పడాలి కొడుక్కి",2024-10-17T11:04:00.000Z,2839,న య స ప పర ల ర స ద న క అన న త డ గ ఉ ద ఇక కడ అన క న న క న బ న చ క క నట ట ఉన న ర ఇ క స ర క టమ న యక ల ప ర ల ఎత త ల ఉ ట ఉచ చ పడ ల క డ క క 
1846882367928926234,1400 years back oka 53 years unna thathayya 6 years paapa nii Pelli cheskkoni 9 years appudu marriage nii consummate chesaadu ala manam cheyyagalama cheppu?,2024-10-17T11:54:00.000Z,586,1400 years back oka 53 years unna thathayya 6 years paapa nii pelli cheskkoni 9 years appudu marriage nii consummate chesaadu ala manam cheyyagalama cheppu 
1846875943744553140,"Hmm...🙂

APJ Abdul kalam was respected by hindus more than M's of India. During his last rites hardly 300 Muslims showed up most of them were his family members. Meanwhile M's of India did a rally in support of the terrorist organisation Hezbollah leader's death.",2024-10-17T11:28:00.000Z,234,hmm apj abdul kalam was respected by hindus more than m s of india during his last rites hardly 300 muslims showed up most of them were his family members meanwhile m s of india did a rally in support of the terrorist organisation hezbollah leader s death 
1846851577363288264,Their mindset and goal has always been the same. Imagine the horrors that will take place if they become the majority in this country after 100 years!,2024-10-17T09:51:00.000Z,79,their mindset and goal has always been the same imagine the horrors that will take place if they become the majority in this country after 100 years 
1846832641569706163,"They fear those who do not abuse.!! 😂

You expose them without using a single bad word, they still get rattled and block you.!!

And these people talk about freedom of speech, blah blah blah.!! 😒",2024-10-17T08:36:00.000Z,1082,they fear those who do not abuse you expose them without using a single bad word they still get rattled and block you and these people talk about freedom of speech blah blah blah 
1582438654878044160,"Why this man is not arrested yet?

When will @APPOLICE100 take action against this person?

He threatened to kill Pawan Kalyan & his family members and even issued rape threats.

CC: @NCWIndia, @sharmarekha",2022-10-18T18:29:00.000Z,18098,why this man is not arrested yet when will take action against this person he threatened to kill pawan kalyan his family members and even issued rape threats cc 
1846825793608962185,😁,2024-10-17T08:09:00.000Z,0, 
1846825445188075861,Man of the match,2024-10-17T08:07:00.000Z,0,man of the match
1846822435347484680,చింతమడక శేఖర్ ..!🤣🤣🤣🤣🤣🙏,2024-10-17T07:55:00.000Z,4,చ తమడక శ ఖర 
1846784203243106627,"ఇంగ్లీష్ - మరాఠీ డిక్షనరీ పుస్తకాలు కొనుగోలు చేసిన చింతమడక శేఖర్ ..!

మరాఠి భాష నేర్చుకొని మహరాష్ట్ర లో చక్రం తిప్పనున్న  శేఖర్ !

😳😳😳😳",2024-10-17T05:24:00.000Z,224,ఇ గ ల ష మర ఠ డ క షనర ప స తక ల క న గ ల చ స న చ తమడక శ ఖర మర ఠ భ ష న ర చ క న మహర ష ట ర ల చక ర త ప పన న న శ ఖర 
1846798653169500203,Chudlims talking about patriotism😭😭😭,2024-10-17T06:21:00.000Z,6222,chudlims talking about patriotism 
1844079092863484123,RIP @RNTata2000,2024-10-09T18:14:00.000Z,35,rip 
1844035516221771813,"Praying for a full, speedy recovery",2024-10-09T15:21:00.000Z,31,praying for a full speedy recovery
1796040005481075113,Congratulations @rpraggnachess,2024-05-30T04:44:00.000Z,24,congratulations 
1782954858750021996,Happy Birthday @sachin_rt,2024-04-24T02:08:00.000Z,13,happy birthday 
1772134114197418466,May the colours of Holi brighten your path towards success and prosperity. Wishing you and your family a joyous and colourful day. #HappyHoli.,2024-03-25T05:31:00.000Z,3,may the colours of holi brighten your path towards success and prosperity wishing you and your family a joyous and colourful day 
1744646749187391916,#maldivesboycott,2024-01-09T09:06:00.000Z,17,
1741745344168521972,#HappyNewYear2024,2024-01-01T08:57:00.000Z,7,
1740379176857907326,Happy Birthday @RNTata2000,2023-12-28T14:28:00.000Z,156,happy birthday 
1717807488295448652,This is what inspiration looks like. Sheetal Devi is crowned as Asian Para games champion. She is worlds first armless female archer. Pure gold !!,2023-10-27T07:36:00.000Z,23177,this is what inspiration looks like sheetal devi is crowned as asian para games champion she is worlds first armless female archer pure gold 
1695993038575989163,#MondayMotivation,2023-08-28T02:53:00.000Z,27,
1695881936580075973,And our golden boy #NeerajChopra wins gold medal at #WorldAthleticsChampionships.,2023-08-27T19:32:00.000Z,11,and our golden boy wins gold medal at 
1694330304503124073,"We have done it. 💪🇮🇳

Jai Hind🇮🇳
#Chandrayaan3",2023-08-23T12:46:00.000Z,46,we have done it jai hind 
1684041676308742144,"Let's Remember the #KargilWarHeroes 
Let's salute to Immortal Heroes who sacrificed their lives for this Motherland. Let's salute #IndianArmy for exemplary valour 🙏🙏🇮🇳
#KargilVijayDiwas2023  #JaiHind
#KargilVijayDiwas  #OperationVijay",2023-07-26T03:23:00.000Z,19,let s remember the let s salute to immortal heroes who sacrificed their lives for this motherland let s salute for exemplary valour 
1676277892957999105,"Congratulations INDIA 🇮🇳
Champion 🏆#SAFFChampionship2023",2023-07-04T17:12:00.000Z,24,congratulations india champion 
1657715285439438848,#TrueStory #HappyMotherDay,2023-05-14T11:51:00.000Z,20, 
1655108557535338496,# true,2023-05-07T07:13:00.000Z,33, true
1654392924313096195,#bharatratna #ratantata Share your thoughts,2023-05-05T07:49:00.000Z,102, share your thoughts
1100506433945329664,We congratulate the PM and the IAF for the successful air strikes on the terrorist training camps which Pakistan has claimed never existed! India is proud of the firm action taken in retaliation to the suicide attack on our soldiers a few days ago. @narendramodi,2019-02-26T21:22:00.000Z,101806,we congratulate the pm and the iaf for the successful air strikes on the terrorist training camps which pakistan has claimed never existed india is proud of the firm action taken in retaliation to the suicide attack on our soldiers a few days ago 
1087320605416873985,"I’m excited to announce that I’m again judging @thepeninsulahotels' The Peninsula Classics Best of the Best Award, winner of which will be revealed live from @thepeninsulaparis on 7 Feb 2019. Scroll through to see 8 nominees. #penmoments #bestofthebest2018 tinyurl.com/y7crrjmf",2019-01-21T12:06:00.000Z,6115,i m excited to announce that i m again judging the peninsula classics best of the best award winner of which will be revealed live from on 7 feb 2019 scroll through to see 8 nominees tinyurl com y7crrjmf
1047824249237385216,"Had a wonderful interaction with a group of mountaineering enthusiasts who are embarking on an expedition to spread awareness on Ganga cleaning. The group was led by the noted mountaineer and our pride, Ms. Bachendri Pal. nm-4.com/bsz6",2018-10-04T12:22:00.000Z,11548,had a wonderful interaction with a group of mountaineering enthusiasts who are embarking on an expedition to spread awareness on ganga cleaning the group was led by the noted mountaineer and our pride ms bachendri pal nm 4 com bsz6
1042009745593257984,Proud to have been awarded an honorary degree & fellowship from @SwanseaUni in recognition of our partnership work on #steel #energy in #Wales and #UK @TataSteelUK @TataSteelEurope @info_specific @ESRI_Swansea @RICE_Cymru @10DowningStreet @fmwales,2018-09-18T11:17:00.000Z,9759,proud to have been awarded an honorary degree fellowship from in recognition of our partnership work on in and 
1040573168421761025,"@narendramodi and #swachhbharat 
x.com/narendramodi/status/10…
The Tata Trusts fully support Swachhata Hi Seva. We will do a cleanliness drive on 15th September.",2018-09-14T12:09:00.000Z,2978, and x com narendramodi status 10 the tata trusts fully support swachhata hi seva we will do a cleanliness drive on 15th september 
1039401603877359618,4/4 I am also delighted to share that ACCF has started working on recruitment of clinical staff for screening programme and has already mapped the training requirements including postings at national and international centers of excellence in Oncology for the chosen staff.,2018-09-11T06:33:00.000Z,3038,4 4 i am also delighted to share that accf has started working on recruitment of clinical staff for screening programme and has already mapped the training requirements including postings at national and international centers of excellence in oncology for the chosen staff 
1039401725864493056,3/4 ACCF has also started cancer screening programme in the districts along with palliative care strengthening. I am sure that early diagnosis and prevention will be the most effective part in bringing down cancer cases in the #Assam.,2018-09-11T06:34:00.000Z,2258,3 4 accf has also started cancer screening programme in the districts along with palliative care strengthening i am sure that early diagnosis and prevention will be the most effective part in bringing down cancer cases in the 
1039401875827613696,"2/4 17 of 18 locations for cancer hospitals have been finalised & construction will start in 2 months. Happy to share that State Cancer Institute (SCI), #Guwahati will be part of ACCF network with state of the art equipment incl PET-MRI, becoming Apex Cancer Centre in the State.",2018-09-11T06:34:00.000Z,1892,2 4 17 of 18 locations for cancer hospitals have been finalised construction will start in 2 months happy to share that state cancer institute sci will be part of accf network with state of the art equipment incl pet mri becoming apex cancer centre in the state 
1039401992643174400,"1/4 Yesterday, I chaired Board of Directors' meeting of Assam Cancer Care Foundation (ACCF). ACCF has started implementation of a landmark distributed cancer control programme across #Assam which will now be known as The Assam Model.",2018-09-11T06:35:00.000Z,1724,1 4 yesterday i chaired board of directors meeting of assam cancer care foundation accf accf has started implementation of a landmark distributed cancer control programme across which will now be known as the assam model 
1039396656205127680,"Under the Rashtriya #POSHANAbhiyaan we have decided to increase the annual rate of reduction of anaemia from 1 to 3%. In this endeavour, you must ensure that the use of double fortified salt containing both iron and iodine increases: PM @narendramodi 

#PMSamvadWithHealthWorkers",2018-09-11T06:14:00.000Z,2089,under the rashtriya we have decided to increase the annual rate of reduction of anaemia from 1 to 3 in this endeavour you must ensure that the use of double fortified salt containing both iron and iodine increases pm 
1030072878643871745,All of us who knew Mr. Atal Bihari Vajpayee are saddened to hear of his passing away. He was a great leader with a great sense of compassion and humor. He will be remembered fondly by a vast number of us.,2018-08-16T12:44:00.000Z,33840,all of us who knew mr atal bihari vajpayee are saddened to hear of his passing away he was a great leader with a great sense of compassion and humor he will be remembered fondly by a vast number of us 
1011578427135045634,The attached tweet could help fulfill a design to feed 1 billion people. Please see attached.,2018-06-26T11:54:00.000Z,7373,the attached tweet could help fulfill a design to feed 1 billion people please see attached 
1004382082359951366,Pleasure mtng Shri @AmitShah with CM @Dev_Fadnavis & other dignitaries. Impressed to learn of progress in implementing Hon’ble PM @NarendraModi’s various national initiatives & reforms  over past 4 yrs. Also discussed commitment of @TataTrusts to support major national programs.,2018-06-06T15:18:00.000Z,4666,pleasure mtng shri with cm other dignitaries impressed to learn of progress in implementing hon ble pm s various national initiatives reforms over past 4 yrs also discussed commitment of to support major national programs 
979202180228972544,"Visited Google. Pleasure to meet Larry, Sergey and Sundar again. Excited by new technologies which will have huge impact in years ahead.",2018-03-29T03:42:00.000Z,15654,visited google pleasure to meet larry sergey and sundar again excited by new technologies which will have huge impact in years ahead 
969812643858059264,Always feel nostalgic and inspired when in Jamshedpur... Founder’s Day is always special.,2018-03-03T05:52:00.000Z,16956,always feel nostalgic and inspired when in jamshedpur founder s day is always special 
969795660231954433,Celebrating birthdate of founder Jamsetji Tata. His vision of industrial development & giving back wealth to society has stood test of time.,2018-03-03T04:44:00.000Z,12461,celebrating birthdate of founder jamsetji tata his vision of industrial development giving back wealth to society has stood test of time 
969588869392977920,Delighted to inaugurate Naval Tata Hockey Academy in Jamshedpur. Will help young take to India’s national sport with greater vigour.,2018-03-02T15:02:00.000Z,10255,delighted to inaugurate naval tata hockey academy in jamshedpur will help young take to india s national sport with greater vigour 
856106972709478400,Updated link: Global elimination of malnutrition is an attainable goal-invest in nutrition. Join wrld.bg/ytsX30aDUZu,2017-04-23T11:26:00.000Z,4387,updated link global elimination of malnutrition is an attainable goal invest in nutrition join wrld bg ytsx30aduzu
855801793736876032,Global elimination of malnutrition is an attainable goal - invest in nutrition. Join world.bg/ytsX30aDUZU,2017-04-22T15:13:00.000Z,3497,global elimination of malnutrition is an attainable goal invest in nutrition join world bg ytsx30aduzu
855761123349372929,"I wish to express my appreciation to all those involved in the NCLT, and particularly the high integrity of the judicial process.",2017-04-22T12:32:00.000Z,3476,i wish to express my appreciation to all those involved in the nclt and particularly the high integrity of the judicial process 
1846768691394105357,🕉️,2024-10-17T04:22:00.000Z,1, 
1846647411550159053,"వీడి కుత్త చెక్కేయండి పర్లేదు @naralokesh 

అయ్యో పాపం అని మాత్రం అనొద్దు 🙏",2024-10-16T20:20:00.000Z,2079,వ డ క త త చ క క య డ పర ల ద అయ య ప ప అన మ త ర అన ద ద 
1846740751247679880,Jai shree Ram,2024-10-17T02:31:00.000Z,0,jai shree ram
1846225008474935447,this tweet never gets old,2024-10-15T16:21:00.000Z,31397,this tweet never gets old
1846612967921488324,"“ Don’t judge me, bcoz u don’t no true” 

The fact that uneducated chapris like this are able to gain millions of followers on YouTube where they run hardcore anti Hindu content scares me.",2024-10-16T18:03:00.000Z,179, don t judge me bcoz u don t no true the fact that uneducated chapris like this are able to gain millions of followers on youtube where they run hardcore anti hindu content scares me 
1846616865508081905,RaGa Tsunami 😂😂,2024-10-16T18:19:00.000Z,11821,raga tsunami 
1846611785056669771,"BIG BREAKING NEWS 🚨 First named accused Zaheer Khan arrested in Bahraich case.

Raja alias Zaheer was trying to flee to Nepal after mur*dering Ram Gopal.

CM Yogi Adityanath in action !!

FIR was registered against 6 Muslims who were accused of brutally mur*dering a Hindu. 5 still absconding.",2024-10-16T17:58:00.000Z,14951,big breaking news first named accused zaheer khan arrested in bahraich case raja alias zaheer was trying to flee to nepal after mur dering ram gopal cm yogi adityanath in action fir was registered against 6 muslims who were accused of brutally mur dering a hindu 5 still absconding 
1846610076632547376,"Shop Name :  “Ra One For you” 

UPI ID : Mohammad Rahman 

A big Telugu YouTube Chanel , claims to be Hindu,  that constantly spreads subtle anti Bjp anti Hindu content.",2024-10-16T17:52:00.000Z,4983,shop name ra one for you upi id mohammad rahman a big telugu youtube chanel claims to be hindu that constantly spreads subtle anti bjp anti hindu content 
1846735030993015090,🤣🙏,2024-10-17T02:08:00.000Z,6, 
1846613128110391303,When LKFC met Lawrence,2024-10-16T18:04:00.000Z,1401,when lkfc met lawrence
1846569190511030721,The vandalisms of Islam,2024-10-16T15:09:00.000Z,368,the vandalisms of islam
1846573066328887339,"BIG BREAKING NEWS 🚨 Former MP & AIUDF Chief Badruddin Ajmal said Parliament is built on Waqf land.

Give your comments ??

He said Delhi Airport is also built on Waqf land.

He demands immediate investigation & action.

SP leader Abu Azmi said Anyone using it should pay rent to Waqf. MPs should pay rent for residing on Waqf.",2024-10-16T15:25:00.000Z,8418,big breaking news former mp aiudf chief badruddin ajmal said parliament is built on waqf land give your comments he said delhi airport is also built on waqf land he demands immediate investigation action sp leader abu azmi said anyone using it should pay rent to waqf mps should pay rent for residing on waqf 
1846249348327231629,"BBC Telugu  uploaded multiple anti Hindu anti Jewish videos. 

I did a bit of research and found the journalist. 

Her name 

Gowthami KHAN 

What do you notice??",2024-10-15T17:58:00.000Z,7923,bbc telugu uploaded multiple anti hindu anti jewish videos i did a bit of research and found the journalist her name gowthami khan what do you notice 
